metro,year,emb_0,emb_1,emb_2,emb_3,emb_4,emb_5,emb_6,emb_7,emb_8,emb_9,emb_10,emb_11,emb_12,emb_13,emb_14,emb_15,emb_16,emb_17,emb_18,emb_19,emb_20,emb_21,emb_22,emb_23,emb_24,emb_25,emb_26,emb_27,emb_28,emb_29,emb_30,emb_31
san_antonio,2019,-0.5749581,-0.1832662,-0.12149837,-0.22119509,0.61048806,-0.600001,-0.51082325,-0.40588346,0.055022094,-0.18615563,-1.1112685,0.17981178,0.17995213,0.62825114,0.19722684,0.29529196,0.6543173,-0.640168,-0.19340873,0.32626188,0.8293972,0.45216897,1.2074623,0.51357466,0.39918423,-0.9818195,0.9612485,0.7084462,0.4921899,0.6365419,-0.1262078,1.2233801
san_antonio,2021,-1.4423605,-0.33671573,0.47097862,-1.6317968,0.7445661,0.11250006,1.0715488,-0.86886305,-1.2663224,0.5406661,-2.2139332,1.119658,-0.540437,0.83217186,-0.6140713,-1.4575487,1.2172401,-0.27774644,-0.17754528,-0.0535076,1.1098723,1.6368905,1.1091979,1.5743806,-0.34156388,-1.2197751,0.9739858,0.99353117,0.58001256,-0.015274942,0.45615274,0.8491057
san_antonio,2022,-0.07807525,0.2689273,-0.62290406,0.57915336,-0.9634691,-1.3764101,-0.4848113,0.69258916,-0.38445705,0.2193004,-0.45699322,-0.1387715,-1.2893668,-0.011188444,-2.203021,0.112214014,1.4768609,0.117112845,0.9234388,-0.7830208,-0.6368492,-0.121868946,0.8843327,2.0195446,1.0987556,1.5185016,0.5164906,-0.52240425,0.10340779,2.542206,0.9381995,1.6566797
san_antonio,2023,-0.08810035,0.11489782,-0.24178761,0.16251619,-0.08268577,-0.5461003,-0.5221282,-0.111672394,-0.104028285,0.09559391,-0.6143691,0.015494533,-0.36144882,0.24536636,-0.593155,0.2640006,0.7103442,-0.0673674,0.29290652,-0.059572842,-0.08566842,0.0061585233,0.4349856,0.768879,0.6215852,0.08654818,0.51133704,-0.09521239,0.14832437,0.88398576,0.13563733,1.0119784
tampa,2013,-1.4761491,-0.3962502,1.1701556,-2.2373502,0.5781319,1.1876192,2.4664683,-0.85131264,-2.928001,-0.24644105,-2.1568596,1.8144286,-0.15115064,0.5940123,-0.14678395,-1.7103469,2.352955,-1.3418264,-1.8300313,-0.48722327,2.1152904,2.537821,1.7931477,1.8338264,-1.9271406,-2.7080107,0.574162,1.3540367,0.6740653,0.10073823,-0.4994179,1.6716729
tampa,2014,-1.0282143,-0.40583575,0.4983605,-1.0346413,-0.30130655,0.59198713,1.4957205,-0.3637999,-1.953932,-0.6536899,-1.4104549,0.8616832,0.1614782,-0.060821813,-0.67966765,-1.1447172,2.3588269,-0.76138514,-0.9758084,-0.715775,1.0912704,1.5377146,1.8318057,1.5094544,-1.196829,-1.4634037,0.32910448,0.3321226,0.122875415,0.7468748,-0.48484087,1.261942
tampa,2015,-1.0167025,-0.3619249,-0.0044923276,-0.80443805,-0.24648419,0.17112081,0.7753454,-0.22198415,-1.0256023,-0.19048934,-1.3472495,0.43794262,-0.12110101,-0.12297976,-0.8390788,-0.9991179,1.6779926,-0.2720768,-0.23432305,-0.51279014,0.852519,1.2672334,1.6288078,1.4053835,-0.2694953,-0.7386606,0.62696326,0.3494892,0.25684425,0.68146706,0.007796049,0.7428453
tampa,2016,-0.48402068,-0.3025157,-0.07658835,-0.115402654,-0.48825037,0.008911297,0.20977956,0.04324897,-0.72292054,-0.6034492,-0.5539908,-0.022040904,0.2728582,-0.22462797,-0.24385175,-0.22421286,1.5734885,-0.5527371,-0.32685673,-0.49186078,0.61148953,0.60691804,1.5557284,0.8450087,-0.19686277,-0.6306977,0.31930065,0.051295362,-0.07850019,0.92097425,-0.4487855,0.8545928
tampa,2017,-0.5345397,-0.27171266,0.05363135,-0.4394864,0.2510686,-0.13213412,-0.030154161,-0.16577691,-0.47282642,-0.44797894,-0.81804556,0.16773663,0.39884436,0.13311993,0.5000292,-0.086538896,1.145133,-0.800721,-0.5025922,-0.1376158,1.0469517,0.8100594,1.5610025,0.5026641,-0.29567504,-1.1795963,0.7084404,0.5831989,0.30678585,0.579818,-0.43881893,0.97688746
tampa,2018,-0.5318101,-0.21428859,-0.13917342,-0.36105376,0.28480676,-0.3017459,-0.23764443,-0.13846353,-0.050763775,-0.1819783,-0.8485091,0.13067205,0.19227712,0.2712121,0.2516316,-0.11701527,0.7473829,-0.52015764,-0.19869405,0.02300568,1.0103605,0.74081796,1.3223573,0.52071035,0.16795096,-0.82837796,0.80176854,0.7826785,0.5223799,0.54087806,-0.15492597,0.7588445
tampa,2019,-0.2983925,-0.04291758,-0.24078259,0.02914715,0.14903018,-0.5868151,-0.61680776,0.0421733,0.14981166,-0.24795033,-0.53957206,-0.13154486,0.08945073,0.23436564,0.3016821,0.2715627,0.66510165,-0.49035197,-0.06623194,0.0054357164,0.8293546,0.2940483,1.1733545,0.42604378,0.35091537,-0.6153954,0.76801765,0.56131864,0.4383812,0.7355936,-0.1759679,0.86314213
tampa,2021,-1.0126774,0.2195665,-0.15309033,-0.84891015,-0.8642121,-1.1792408,0.37415588,-0.16521263,-0.4747916,1.0417355,-1.8257049,0.5264188,-1.346377,0.56676203,-2.0108402,-1.0436639,1.6372261,0.47325537,0.7413045,-0.6706028,0.4742013,0.90008265,1.3438473,2.6087337,1.1751038,0.6960381,1.2745018,0.3963185,0.6486281,1.3478224,1.3575342,0.9611635
tampa,2022,0.13100544,0.6800799,-0.470123,1.3401059,-1.0607936,-1.5377495,-1.0068921,1.3249207,-0.53551406,-0.3259624,0.44717652,-0.7877129,-1.0112282,-0.20646968,-1.2909957,0.75066054,1.430805,-0.28377002,0.74124086,-1.0064827,-0.49893948,-0.6591589,1.2000458,1.2571595,0.8237134,1.2528276,0.20182478,-0.57128453,-0.24540141,2.9067836,0.3691059,1.5779331
tampa,2023,0.1285456,0.42338794,-0.1867708,0.37729403,-0.11702478,-0.75673836,-0.77487826,0.2737769,0.21014185,0.17821077,-0.2425495,-0.05724913,-0.3884766,0.32983714,-0.20249504,0.53060126,0.29780006,-0.1221504,0.30467227,-0.15660334,0.2363416,-0.093682416,0.52085114,0.44289586,0.70003784,0.18116967,0.57408905,0.29934824,0.47976014,1.0919223,0.16818403,0.93909216
